40,82,10,6.1
20,40,15,6.1
55,40,20,6.1
20,40,15,6.1
55,40,20,6.1
83,68,5,6.2
38,83,10,6.2
22,38.5,15,6.2
54.5,40,20,6.2
83,68,5,6.2
38,83,10,6.2
83,68,5,6.2
38,83,10,6.2
22,38.5,15,6.2
54.5,40,20,6.2
22,38.5,15,6.2
54.5,40,20,6.2
84,69,5,6.3
36,84,10,6.3
24,37,15,6.3
54,40,20,6.3
84,69,5,6.3
36,84,10,6.3
84,69,5,6.3
36,84,10,6.3
24,37,15,6.3
54,40,20,6.3
24,37,15,6.3
54,40,20,6.3
85,70,5,6.4
34,85,10,6.4
26,35.5,15,6.4
53.5,40,20,6.4
85,70,5,6.4
34,85,10,6.4
85,70,5,6.4
34,85,10,6.4
26,35.5,15,6.4
53.5,40,20,6.4
26,35.5,15,6.4
53.5,40,20,6.4
86,71,5,6.5
32,86,10,6.5
28,34,15,6.5
53,40,20,6.5
86,71,5,6.5
32,86,10,6.5
86,71,5,6.5
32,86,10,6.5
28,34,15,6.5
53,40,20,6.5
28,34,15,6.5
53,40,20,6.5
87,72,5,6.6
30,87,10,6.6
30,32.5,15,6.6
52.5,40,20,6.6
87,72,5,6.6
30,87,10,6.6
87,72,5,6.6
30,87,10,6.6
30,32.5,15,6.6
52.5,40,20,6.6
30,32.5,15,6.6
52.5,40,20,6.6
88,73,5,6.7
28,88,10,6.7
32,31,15,6.7
52,40,20,6.7
88,73,5,6.7
28,88,10,6.7
88,73,5,6.7
28,88,10,6.7
32,31,15,6.7
52,40,20,6.7
32,31,15,6.7
52,40,20,6.7
89,74,5,6.8
26,89,10,6.8
34,29.5,15,6.8
51.5,40,20,6.8
89,74,5,6.8
26,89,10,6.8
89,74,5,6.8
26,89,10,6.8
34,29.5,15,6.8
51.5,40,20,6.8
34,29.5,15,6.8
51.5,40,20,6.8
90,75,5,6.9
24,90,10,6.9
36,28,15,6.9
51,40,20,6.9
90,75,5,6.9
24,90,10,6.9
90,75,5,6.9
24,90,10,6.9
36,28,15,6.9
51,40,20,6.9
36,28,15,6.9
51,40,20,6.9
91,76,5,7
22,91,10,7
38,26.5,15,7
50.5,40,20,7
91,76,5,7
22,91,10,7
91,76,5,7
22,91,10,7
38,26.5,15,7
50.5,40,20,7
38,26.5,15,7
50.5,40,20,7
92,77,5,7.1
20,90,10,7.1
40,25,15,7.1
50,40,20,7.1
92,77,5,7.1
20,90,10,7.1
92,77,5,7.1
20,90,10,7.1
40,25,15,7.1
50,40,20,7.1
40,25,15,7.1
50,40,20,7.1
93,78,5,7.2
18,89,10,7.2
42,23.5,15,7.2
49.5,40,20,7.2
93,78,5,7.2
18,89,10,7.2
93,78,5,7.2
18,89,10,7.2
42,23.5,15,7.2
49.5,40,20,7.2
42,23.5,15,7.2
49.5,40,20,7.2
94,79,5,7.3
16,88,10,7.3
44,22,15,7.3
49,40,20,7.3
94,79,5,7.3
16,88,10,7.3
94,79,5,7.3
16,88,10,7.3
44,22,15,7.3
49,40,20,7.3
44,22,15,7.3
49,40,20,7.3
95,80,5,7.4
14,87,10,7.4
46,20.5,15,7.4
48.5,40,20,7.4
95,80,5,7.4
14,87,10,7.4
95,80,5,7.4
14,87,10,7.4
46,20.5,15,7.4
48.5,40,20,7.4
46,20.5,15,7.4
48.5,40,20,7.4
96,81,5,7.5
12,86,10,7.5
48,19,15,7.5
48,40,20,7.5
96,81,5,7.5
12,86,10,7.5
96,81,5,7.5
12,86,10,7.5
48,19,15,7.5
48,40,20,7.5
48,19,15,7.5
48,40,20,7.5
95,82,5,7.6
10,85,10,7.6
50,17.5,15,7.6
47.5,40,20,7.6
95,82,5,7.6
10,85,10,7.6
95,82,5,7.6
10,85,10,7.6
50,17.5,15,7.6
47.5,40,20,7.6
50,17.5,15,7.6
47.5,40,20,7.6
94,83,5,7.7
8,84,10,7.7
52,16,15,7.7
47,40,20,7.7
94,83,5,7.7
8,84,10,7.7
94,83,5,7.7
8,84,10,7.7
52,16,15,7.7
47,40,20,7.7
52,16,15,7.7
47,40,20,7.7
93,84,5,7.8
10,83,10,7.8
54,14.5,15,7.8
46.5,40,20,7.8
93,84,5,7.8
10,83,10,7.8
93,84,5,7.8
10,83,10,7.8
54,14.5,15,7.8
46.5,40,20,7.8
54,14.5,15,7.8
46.5,40,20,7.8
92,85,5,7.9
12,82,10,7.9
56,16,15,7.9
46,40,20,7.9
92,85,5,7.9
12,82,10,7.9
92,85,5,7.9
12,82,10,7.9
56,16,15,7.9
46,40,20,7.9
56,16,15,7.9
46,40,20,7.9
91,86,5,8
14,81,10,8
58,17.5,15,8
45.5,40,20,8
91,86,5,8
14,81,10,8
91,86,5,8
14,81,10,8
58,17.5,15,8
45.5,40,20,8
58,17.5,15,8
45.5,40,20,8
90,87,5,8.1
16,80,10,8.1
60,19,15,8.1
45,40,20,8.1
90,87,5,8.1
16,80,10,8.1
90,87,5,8.1
16,80,10,8.1
60,19,15,8.1
45,40,20,8.1
60,19,15,8.1
45,40,20,8.1
89,88,5,8.2
18,79,10,8.2
62,20.5,15,8.2
44.5,40,20,8.2
89,88,5,8.2
18,79,10,8.2
89,88,5,8.2
18,79,10,8.2
62,20.5,15,8.2
44.5,40,20,8.2
62,20.5,15,8.2
44.5,40,20,8.2
88,89,5,8.3
20,78,10,8.3
64,22,15,8.3
44,40,20,8.3
88,89,5,8.3
20,78,10,8.3
88,89,5,8.3
20,78,10,8.3
64,22,15,8.3
44,40,20,8.3
64,22,15,8.3
44,40,20,8.3
87,90,5,8.4
22,77,10,8.4
66,23.5,15,8.4
43.5,40,20,8.4
87,90,5,8.4
22,77,10,8.4
87,90,5,8.4
22,77,10,8.4
66,23.5,15,8.4
43.5,40,20,8.4
66,23.5,15,8.4
43.5,40,20,8.4
86,91,5,8.5
24,76,10,8.5
68,25,15,8.5
43,40,20,8.5
86,91,5,8.5
24,76,10,8.5
86,91,5,8.5
24,76,10,8.5
68,25,15,8.5
43,40,20,8.5
68,25,15,8.5
43,40,20,8.5
85,92,5,8.6
26,75,10,8.6
70,26.5,15,8.6
42.5,40,20,8.6
85,92,5,8.6
26,75,10,8.6
85,92,5,8.6
26,75,10,8.6
70,26.5,15,8.6
42.5,40,20,8.6
70,26.5,15,8.6
42.5,40,20,8.6
84,93,5,8.7
28,74,10,8.7
72,28,15,8.7
42,40,20,8.7
84,93,5,8.7
28,74,10,8.7
84,93,5,8.7
28,74,10,8.7
72,28,15,8.7
42,40,20,8.7
72,28,15,8.7
42,40,20,8.7
83,94,5,8.8
30,73,10,8.8
74,29.5,15,8.8
41.5,40,20,8.8
83,94,5,8.8
30,73,10,8.8
83,94,5,8.8
30,73,10,8.8
74,29.5,15,8.8
41.5,40,20,8.8
74,29.5,15,8.8
41.5,40,20,8.8
82,95,5,8.9
32,72,10,8.9
76,31,15,8.9
41,40,20,8.9
82,95,5,8.9
32,72,10,8.9
82,95,5,8.9
32,72,10,8.9
76,31,15,8.9
41,40,20,8.9
76,31,15,8.9
41,40,20,8.9
81,96,5,9
34,71,10,9
78,32.5,15,9
40.5,40,20,9
81,96,5,9
34,71,10,9
81,96,5,9
34,71,10,9
78,32.5,15,9
40.5,40,20,9
78,32.5,15,9
40.5,40,20,9
80,95,5,9.1
36,70,10,9.1
80,34,15,9.1
40,40,20,9.1
80,95,5,9.1
36,70,10,9.1
80,95,5,9.1
36,70,10,9.1
80,34,15,9.1
40,40,20,9.1
80,34,15,9.1
40,40,20,9.1
79,94,5,9.2
38,69,10,9.2
82,35.5,15,9.2
39.5,40,20,9.2
79,94,5,9.2
38,69,10,9.2
79,94,5,9.2
38,69,10,9.2
82,35.5,15,9.2
39.5,40,20,9.2
82,35.5,15,9.2
39.5,40,20,9.2
78,93,5,9.3
40,68,10,9.3
84,37,15,9.3
39,40,20,9.3
78,93,5,9.3
40,68,10,9.3
78,93,5,9.3
40,68,10,9.3
84,37,15,9.3
39,40,20,9.3
84,37,15,9.3
39,40,20,9.3
77,92,5,9.4
42,67,10,9.4
86,38.5,15,9.4
38.5,40,20,9.4
77,92,5,9.4
42,67,10,9.4
77,92,5,9.4
42,67,10,9.4
86,38.5,15,9.4
38.5,40,20,9.4
86,38.5,15,9.4
38.5,40,20,9.4
76,91,5,9.5
44,66,10,9.5
84,40,15,9.5
38,40,20,9.5
76,91,5,9.5
44,66,10,9.5
76,91,5,9.5
44,66,10,9.5
84,40,15,9.5
38,40,20,9.5
84,40,15,9.5
38,40,20,9.5
75,90,5,9.6
46,65,10,9.6
82,41.5,15,9.6
37.5,40,20,9.6
75,90,5,9.6
46,65,10,9.6
75,90,5,9.6
46,65,10,9.6
82,41.5,15,9.6
37.5,40,20,9.6
82,41.5,15,9.6
37.5,40,20,9.6
74,89,5,9.7
48,64,10,9.7
80,43,15,9.7
37,40,20,9.7
74,89,5,9.7
48,64,10,9.7
74,89,5,9.7
48,64,10,9.7
80,43,15,9.7
37,40,20,9.7
80,43,15,9.7
37,40,20,9.7
73,88,5,9.8
50,63,10,9.8
78,44.5,15,9.8
36.5,40,20,9.8
73,88,5,9.8
50,63,10,9.8
73,88,5,9.8
50,63,10,9.8
78,44.5,15,9.8
36.5,40,20,9.8
78,44.5,15,9.8
36.5,40,20,9.8
72,87,5,9.9
52,62,10,9.9
76,46,15,9.9
36,40,20,9.9
72,87,5,9.9
52,62,10,9.9
72,87,5,9.9
52,62,10,9.9
76,46,15,9.9
36,40,20,9.9
76,46,15,9.9
36,40,20,9.9
71,86,5,10
54,61,10,10
74,47.5,15,10
35.5,40,20,10
71,86,5,10
54,61,10,10
71,86,5,10
54,61,10,10
74,47.5,15,10
35.5,40,20,10
74,47.5,15,10
35.5,40,20,10
70,85,5,10.1
56,60,10,10.1
72,49,15,10.1
35,40,20,10.1
70,85,5,10.1
56,60,10,10.1
70,85,5,10.1
56,60,10,10.1
72,49,15,10.1
35,40,20,10.1
72,49,15,10.1
35,40,20,10.1
69,84,5,10.2
58,59,10,10.2
70,50.5,15,10.2
34.5,40,20,10.2
69,84,5,10.2
58,59,10,10.2
69,84,5,10.2
58,59,10,10.2
70,50.5,15,10.2
34.5,40,20,10.2
70,50.5,15,10.2
34.5,40,20,10.2
68,83,5,10.3
60,58,10,10.3
68,52,15,10.3
34,40,20,10.3
68,83,5,10.3
60,58,10,10.3
68,83,5,10.3
60,58,10,10.3
68,52,15,10.3
34,40,20,10.3
68,52,15,10.3
34,40,20,10.3
67,82,5,10.4
62,57,10,10.4
66,53.5,15,10.4
33.5,40,20,10.4
67,82,5,10.4
62,57,10,10.4
67,82,5,10.4
62,57,10,10.4
66,53.5,15,10.4
33.5,40,20,10.4
66,53.5,15,10.4
33.5,40,20,10.4
66,81,5,10.5
64,56,10,10.5
64,55,15,10.5
33,40,20,10.5
66,81,5,10.5
64,56,10,10.5
66,81,5,10.5
64,56,10,10.5
64,55,15,10.5
33,40,20,10.5
64,55,15,10.5
33,40,20,10.5
65,80,5,10.6
66,55,10,10.6
62,56.5,15,10.6
32.5,40,20,10.6
65,80,5,10.6
66,55,10,10.6
65,80,5,10.6
66,55,10,10.6
62,56.5,15,10.6
32.5,40,20,10.6
62,56.5,15,10.6
32.5,40,20,10.6
64,79,5,10.7
68,54,10,10.7
60,58,15,10.7
32,40,20,10.7
64,79,5,10.7
68,54,10,10.7
64,79,5,10.7
68,54,10,10.7
60,58,15,10.7
32,40,20,10.7
60,58,15,10.7
32,40,20,10.7
63,78,5,10.8
70,53,10,10.8
58,59.5,15,10.8
31.5,40,20,10.8
63,78,5,10.8
70,53,10,10.8
63,78,5,10.8
70,53,10,10.8
58,59.5,15,10.8
31.5,40,20,10.8
58,59.5,15,10.8
31.5,40,20,10.8
62,77,5,10.9
72,52,10,10.9
56,61,15,10.9
31,40,20,10.9
62,77,5,10.9
72,52,10,10.9
62,77,5,10.9
72,52,10,10.9
56,61,15,10.9
31,40,20,10.9
56,61,15,10.9
31,40,20,10.9
61,76,5,11
74,51,10,11
54,62.5,15,11
30.5,40,20,11
61,76,5,11
74,51,10,11
61,76,5,11
74,51,10,11
54,62.5,15,11
30.5,40,20,11
54,62.5,15,11
30.5,40,20,11
60,75,5,11.1
76,50,10,11.1
52,64,15,11.1
30,40,20,11.1
60,75,5,11.1
76,50,10,11.1
60,75,5,11.1
76,50,10,11.1
52,64,15,11.1
30,40,20,11.1
52,64,15,11.1
30,40,20,11.1
59,74,5,11.2
78,49,10,11.2
50,65.5,15,11.2
29.5,40,20,11.2
59,74,5,11.2
78,49,10,11.2
59,74,5,11.2
78,49,10,11.2
50,65.5,15,11.2
29.5,40,20,11.2
50,65.5,15,11.2
29.5,40,20,11.2
58,73,5,11.3
80,48,10,11.3
48,67,15,11.3
29,40,20,11.3
58,73,5,11.3
80,48,10,11.3
